link,title
https://www.youtube.com/watch?v=Z4tXgDDgOII,The Sine Rule (1 of 2: Introduction through example)
https://www.youtube.com/watch?v=nqQMW8TLXkk,Y10 Review Questions (Solving simple trigonometric equations)
https://www.youtube.com/watch?v=bzK-rq3jdOE,Y10 Review Questions (Solving sin x = ½)
https://www.youtube.com/watch?v=AIxMrrYK_Dk,"Binomial Theorem question: ""Coefficient of x³ is double the coefficient of x²"""
https://www.youtube.com/watch?v=i5W_5J0fBZ4,Working with a Quadratic Equation involving Algebraic Coefficients
https://www.youtube.com/watch?v=5bkKbsmI-zY,Finding the Domain of a Given Radical Function
https://www.youtube.com/watch?v=6o7ep2U6ujM,Adding Squares of Reciprocals of Roots
https://www.youtube.com/watch?v=_B2kCIoi-kE,Old School / New School (produced by NSWBC)
https://www.youtube.com/watch?v=hK1lF0t54y4,Equal Overlapping Circles Question (2 of 2: Finding equal lengths)
https://www.youtube.com/watch?v=azPYGChtIRE,Equal Overlapping Circles Question (1 of 2: Identifying congruent triangles)
https://www.youtube.com/watch?v=X457qbiBwnw,Intro to Trigonometric Functions (2 of 2: Plotting the graph)
https://www.youtube.com/watch?v=FTTkXGJ7E3Y,Intro to Trigonometric Functions (1 of 2: Angles of any magnitude)
https://www.youtube.com/watch?v=W7E3Y6Z1_A0,Tough Circle Geometry Question (2 of 2: Proving points collinear)
https://www.youtube.com/watch?v=-QcfzPSgcZ8,Tough Circle Geometry Question (1 of 2: Set up & initial arguments)
https://www.youtube.com/watch?v=pRRUohZzX44,Opposite Angles in a Cyclic Quadrilateral (2 of 2: Completing the proof)
https://www.youtube.com/watch?v=pFS8g3Tgi3c,NSW Local Hero 2018 - Australian of the Year Awards
https://www.youtube.com/watch?v=_vWEbVRjkU4,Opposite Angles in a Cyclic Quadrilateral (1 of 2: Introduction)
https://www.youtube.com/watch?v=0JcVsNiyPJ8,Trigonometry on the Unit Circle (3 of 3: Example questions)
https://www.youtube.com/watch?v=FRQNRr4BfnI,Trigonometry on the Unit Circle (2 of 3: Full redefinition)
https://www.youtube.com/watch?v=ILRrqghJzdE,Trigonometry on the Unit Circle (1 of 3: Introduction)
https://www.youtube.com/watch?v=Nt3zAsjM4xU,I'm hosting a new TV show - want to sign up?
https://www.youtube.com/watch?v=KB0eMG9QR9k,Y10 Review Questions (Right-Angled Triangle Trigonometry)
https://www.youtube.com/watch?v=U5qgNlkAQzs,Parabolas (3 of 3: Thinking about maximum and minimum values)
https://www.youtube.com/watch?v=-7gTDgAC5fw,Parabolas (2 of 3: Using technology to produce coordinates)
https://www.youtube.com/watch?v=C8U3AenJoQg,Parabolas (1 of 3: Plotting values & understanding the shape)
https://www.youtube.com/watch?v=LY4YnBt-eYo,Direct Variation (3 of 3: Graphing against a different variable)
https://www.youtube.com/watch?v=3uRR6PNiLCw,Direct Variation (2 of 3: Stating the equations)
https://www.youtube.com/watch?v=tEvRN7Dxajk,Direct Variation (1 of 3: Introduction)
https://www.youtube.com/watch?v=VkgH1X2JBuM,Exact Values of Trigonometric Ratios (2 of 2: 60° and 45°)
https://www.youtube.com/watch?v=SiA-WTnKNgs,Exact Values of Trigonometric Ratios (1 of 2: 30°)
https://www.youtube.com/watch?v=0MJm9T3WFL0,Non-Linear Functions (2 of 2: Cubic curve)
https://www.youtube.com/watch?v=AAOiI13hdnQ,Non-Linear Functions (1 of 2: Review of Parabola)
https://www.youtube.com/watch?v=6E6W6evLcfc,Direct Linear Variation (2 of 2: Example questions)
https://www.youtube.com/watch?v=3l4LD23QpIs,Direct Linear Variation (1 of 2: Introduction)
https://www.youtube.com/watch?v=GEAk5fmJe1s,Congruent Triangles in Circles (2 of 2: Chord bisector)
https://www.youtube.com/watch?v=P5tP9xY_f38,Congruent Triangles in Circles (1 of 2: Equal chords)
https://www.youtube.com/watch?v=rjNtTbEU_CY,Finding the intersection point of two graphs
https://www.youtube.com/watch?v=W4y1ydC9IK0,What is continuity?
https://www.youtube.com/watch?v=WdDc_HktIlo,Differentiating with Product & Chain Rule (example question)
https://www.youtube.com/watch?v=dHkiqaX9mPA,Finding the equation of a normal at a given point
https://www.youtube.com/watch?v=zKnUX6t8inw,Solving an Inequality with a Rational Function (2 of 2: Solving algebraically)
https://www.youtube.com/watch?v=M99_zZCtes4,Solving an Inequality with a Rational Function (1 of 2: Solving graphically)
https://www.youtube.com/watch?v=AOW3L-QWkHI,Trigonometric Ratios of Complementary Angles (3 of 3: Constructing a helpful triangle)
https://www.youtube.com/watch?v=C4Owlh6p2Gw,Trigonometric Ratios of Complementary Angles (2 of 3: Basic questions)
https://www.youtube.com/watch?v=jAj-JHX6JTs,Trigonometric Ratios of Complementary Angles (1 of 3: Noticing the pattern)
https://www.youtube.com/watch?v=ogj5a95VX0g,Interpreting Linear Functions (2 of 2: Example questions)
https://www.youtube.com/watch?v=Gx98R9htl3M,Interpreting Linear Functions (1 of 2: Identifying the components of an equation)
https://www.youtube.com/watch?v=V7Mig-Ruk08,Tough Circle Geometry Question (3 of 3: Using tangent properties)
https://www.youtube.com/watch?v=-BGN3qndj94,2017 Behind The News Teaching Award!
https://www.youtube.com/watch?v=OBoJ7zOmZ1c,Tough Circle Geometry Question (2 of 3: Proving a given chord is a diameter)
https://www.youtube.com/watch?v=hRPkAFZW24E,Tough Circle Geometry Question (1 of 3: Finding & using congruent triangles)
https://www.youtube.com/watch?v=kSmG_BRgjnE,Finding a Normal to a Rational Function
https://www.youtube.com/watch?v=9YvC0inO_SU,Differentiating a Rational Function by First Principles
https://www.youtube.com/watch?v=7HXbPYdMHVs,Graphing a Rational Function Step-By-Step
https://www.youtube.com/watch?v=TyRMBVVARYc,Piecemeal Functions (2 of 2: Finding the range)
https://www.youtube.com/watch?v=FQqv-1zBiCA,Piecemeal Functions (1 of 2: Constructing the graph)
https://www.youtube.com/watch?v=fvc-lDcG3H4,Translations of the Parabola (2 of 2: Updated standard forms)
https://www.youtube.com/watch?v=cmZNJvcla8E,Translations of the Parabola (1 of 2: Finding the equation from its features)
https://www.youtube.com/watch?v=XKhJvQnHZJo,Midpoints & Parallel Lines in Polygons (3 of 3: A tough problem)
https://www.youtube.com/watch?v=Ej_0PQ7wCzo,Midpoints & Parallel Lines in Polygons (2 of 3: Any quadrilateral)
https://www.youtube.com/watch?v=eGY2rDFcAMY,Midpoints & Parallel Lines in Polygons (1 of 3: Any triangle)
https://www.youtube.com/watch?v=HD_n6YOMsM0,Locus of a Parabola (3 of 3: The standard forms)
https://www.youtube.com/watch?v=ELKmizNpb2Q,Locus of a Parabola (2 of 3: Deriving the basic equation)
https://www.youtube.com/watch?v=uxsOL0U5538,Locus of a Parabola (1 of 3: Defining features)
https://www.youtube.com/watch?v=YahX47WuuMs,Bearings (3 of 3: Converting between forms)
https://www.youtube.com/watch?v=-Luy_PRwdpU,Bearings (2 of 3: True bearings)
https://www.youtube.com/watch?v=vukYndoYtLM,Bearings (1 of 3: Compass bearings)
https://www.youtube.com/watch?v=oTH1z8A-rfk,Right-Angled Triangle Trigonometry (2 of 2: Example basic questions)
https://www.youtube.com/watch?v=Ana0FvTkhW8,Right-Angled Triangle Trigonometry (1 of 2: Reviewing the ratios)
https://www.youtube.com/watch?v=sZ42t3Cwv0c,Locus: A Surprising Definition of a Familiar Shape
https://www.youtube.com/watch?v=l8CJsGn2010,Introduction to Locus (3 of 3: Determining locus equations)
https://www.youtube.com/watch?v=1393Jgk8dv8,Introduction to Locus (2 of 3: Using coordinates to assist)
https://www.youtube.com/watch?v=POKqWIg0ZFs,Introduction to Locus (1 of 3: Exploring shapes through geometric rules)
https://www.youtube.com/watch?v=NDnUvsLNFNo,Quadratic Identities (2 of 2: Using three arbitrary values)
https://www.youtube.com/watch?v=cgwNeboFm0s,Quadratic Identities (1 of 2: By comparison of coefficients)
https://www.youtube.com/watch?v=031hRufyKzc,Sum & Product of Roots (5 of 5: Forming a quadratic with given roots)
https://www.youtube.com/watch?v=Zsel9PdMylw,Sum & Product of Roots (4 of 5: Working with related roots)
https://www.youtube.com/watch?v=HzQmdCocP9I,Sum & Product of Roots (3 of 5: Basic example questions)
https://www.youtube.com/watch?v=ZVWWv1O9yaY,Sum & Product of Roots (2 of 5: Comparing coefficients)
https://www.youtube.com/watch?v=yOVpa0QDgfg,Sum & Product of Roots (1 of 5: Introduction to Viete's Results)
https://www.youtube.com/watch?v=dlt-T0YBm9k,Definite & Indefinite Quadratics (2 of 2: Example questions)
https://www.youtube.com/watch?v=DuVzcJJKLR4,Definite & Indefinite Quadratics (1 of 2: Using the discriminant)
https://www.youtube.com/watch?v=VIAPHR4soes,Solving a Quartic Equation with Quadratic Techniques
https://www.youtube.com/watch?v=LsZ5AtZzki8,Mathematical Induction Divisibility Proof (3 of 3: Proving the k+1 case)
https://www.youtube.com/watch?v=62qg9XUgbbU,Mathematical Induction Divisibility Proof (2 of 3: Test and assumption)
https://www.youtube.com/watch?v=jqv_VmQqRdY,Mathematical Induction Divisibility Proof (1 of 3: What is inductive logic?)
https://www.youtube.com/watch?v=S3wINDFy8DE,Max/Min Question: Cutting a Wire in Two (2 of 2: Finding the minimum)
https://www.youtube.com/watch?v=Z3LneoUenaU,Max/Min Question: Cutting a Wire in Two (1 of 2: Setting up the equations)
https://www.youtube.com/watch?v=ZIu8cp7qmsk,The Power Curves (2 of 2: Considering higher powers)
https://www.youtube.com/watch?v=fND3ly69DNU,The Power Curves (1 of 2: Investigating through tables of values)
https://www.youtube.com/watch?v=5Yd5JzN1sF0,Normal Distribution - HSC Question
https://www.youtube.com/watch?v=vDSa_EZOl_A,Maximum/Minimum with Quadratics (2 of 2: Completing the square)
https://www.youtube.com/watch?v=MfbnM7OC4cM,Maximum/Minimum with Quadratics (1 of 2: Axis of symmetry)
https://www.youtube.com/watch?v=TndEh_7ALmw,Graphs of Logarithms (3 of 3: Visualising the shape)
https://www.youtube.com/watch?v=qOcI87pT0VU,Graphs of Logarithms (2 of 3: Investigating near x=0)
https://www.youtube.com/watch?v=40FJObU7oxU,Graphs of Logarithms (1 of 3: Considering integer values)
https://www.youtube.com/watch?v=HsljuqRru7o,Equations Reducible to Quadratics (Changing Logarithm Bases)
https://www.youtube.com/watch?v=fKQO1rYNu5k,Solving Equations with Radical Functions (2 of 2: Final solution)
https://www.youtube.com/watch?v=T5Be98VX24M,Solving Equations with Radical Functions (1 of 2: Initial steps & discussion)
https://www.youtube.com/watch?v=6QF-7OFMWRc,Equation of a Parabola - Vertex Form (Completing the square)
https://www.youtube.com/watch?v=0Wj9jBl8CxE,Equation of a Translated Circle
https://www.youtube.com/watch?v=xYkSt9VSjS8,Y10 Review Questions (Solving quadratic equations)
https://www.youtube.com/watch?v=J8N_yFXeA90,Proof by Contradiction (2 of 2: Infinite primes)
https://www.youtube.com/watch?v=rV9esU9gHO8,Proof by Contradiction (1 of 2: How does it work?)
https://www.youtube.com/watch?v=8AQZjjA9RR0,Introduction to Quadratic Theory (2 of 2: Completing the square)
https://www.youtube.com/watch?v=TixbZEV37nE,Introduction to Quadratic Theory (1 of 2: Why we care about quadratics)
https://www.youtube.com/watch?v=u03Pt_SKyn8,The Circle (2 of 2: Constructing the Cartesian equation)
https://www.youtube.com/watch?v=89gtweJAj9s,The Circle (1 of 2: Starting with a verbal definition)
https://www.youtube.com/watch?v=jmiBIc0MjwE,Y10 Review Questions (Simple graphs)
https://www.youtube.com/watch?v=NFv6-1oI5LE,The Hyperbola (2 of 2: Understanding the graph & its behaviour)
https://www.youtube.com/watch?v=3OZRtul3u-c,The Hyperbola (1 of 2: Review of earlier graphs)
https://www.youtube.com/watch?v=6htaeOCqfoU,Intercept Properties - Circle Geometry (3 of 3: Tangent & secant)
https://www.youtube.com/watch?v=ax0Q00sBBhg,Intercept Properties - Circle Geometry (2 of 3: Secants from a point)
https://www.youtube.com/watch?v=O1hCcaEjnBE,Intercept Properties - Circle Geometry (1 of 3: Intersecting chords)
https://www.youtube.com/watch?v=HxBJpiMxznk,Angle in the Alternate Segment - Circle Geometry (3 of 3: Conclusion and overall summary)
https://www.youtube.com/watch?v=n6HlKZjlknE,Angle in the Alternate Segment - Circle Geometry (2 of 3: Proof)
https://www.youtube.com/watch?v=VvObu886ZSA,Angle in the Alternate Segment - Circle Geometry (1 of 3: Setup)
https://www.youtube.com/watch?v=l-YLSXA3NLw,Tangent Properties - Circle Geometry (Tangents from an external point are equal)
https://www.youtube.com/watch?v=ZGs8hGAcAYQ,Tangent Properties - Circle Geometry (Tangent is perpendicular to radius)
https://www.youtube.com/watch?v=0PLx46_c7K4,"Enrichment Problem: $1,000,000 in Specific Denominations (2 of 2: Solution)"
https://www.youtube.com/watch?v=M2TYVOgls1M,"Enrichment Problem: $1,000,000 in Specific Denominations (1 of 2: Setup)"
https://www.youtube.com/watch?v=LMT0oSP8wb4,Enrichment Problem: Arranging Counters on a Plane
https://www.youtube.com/watch?v=ekjaTlRWUCY,Cubic Curves
https://www.youtube.com/watch?v=kMOkNijmVJY,Y10 Review Questions (Graphing parabolas)
https://www.youtube.com/watch?v=NX4v_D1t0rI,Angle Properties - Circle Geometry (Angles in the same segment)
https://www.youtube.com/watch?v=_OG3UfB7EOU,Angle Properties - Circle Geometry (Second proof of angle at the centre/circumference)
https://www.youtube.com/watch?v=E2QiAwv_l6o,HSC Geometry Question (2 of 2: Proving the inequality)
https://www.youtube.com/watch?v=nl7dciuUxb4,HSC Geometry Question (1 of 2: Proving & using triangle similarity)
https://www.youtube.com/watch?v=J0XOdPGXCvM,"Prelim Mathematics Ext 1 Quiz (Inequality regions, solving trigonometric equations)"
https://www.youtube.com/watch?v=S0ajCv9yRIc,Angle Properties - Circle Geometry (Angle at the centre/circumference)
https://www.youtube.com/watch?v=S16GCythNfg,Angle Properties - Circle Geometry (Angle in a semicircle)
https://www.youtube.com/watch?v=twUwM_In_GU,Chord Properties (Circle Geometry)
https://www.youtube.com/watch?v=VXATj4y-UTM,Components of a Circle
https://www.youtube.com/watch?v=T6Pl9ggOKH8,Ratios of Intercepts on Transversals (2 of 2: Constructing the proof)
https://www.youtube.com/watch?v=tHqG0lwly1o,Ratios of Intercepts on Transversals (1 of 2: Setting up the problem)
https://www.youtube.com/watch?v=08VjAVMf_-Y,Introduction to Parabolas (2 of 2: Characteristics & translations)
https://www.youtube.com/watch?v=MbOxKSnuuyg,Introduction to Parabolas (1 of 2: Investigating the shape)
https://www.youtube.com/watch?v=_nUk1-omrdU,"Y10 Review Questions (Solving an inequality, rationalising a denominator)"
https://www.youtube.com/watch?v=V2ZH5e0EtCo,Inequality Proofs (Example 5 of 5: Investigating a large product)
https://www.youtube.com/watch?v=AiFv51sfpZA,Inequality Proofs (Example 4 of 5: Arithmetic & Geometric Means)
https://www.youtube.com/watch?v=A-t3DNWV08g,Inequality Proofs (Example 3 of 5: Is 2^300 bigger or 3^200?)
https://www.youtube.com/watch?v=H8yTTL5sdNw,Inequality Proofs (Example 2 of 5: Which number is largest?)
https://www.youtube.com/watch?v=pVOhpNGC-fo,Inequality Proofs (Example 1 of 5: How many positive integer solutions?)
https://www.youtube.com/watch?v=ibGEm6GSk7o,Financial Expectation (2 of 2: When the game isn't free)
https://www.youtube.com/watch?v=jCae7ohg9gY,Financial Expectation (1 of 2: Introduction)
https://www.youtube.com/watch?v=0-Uy1ehLkqQ,Triangle Similarity (quick review)
https://www.youtube.com/watch?v=t9x57Q5rXQs,Expected Frequency
https://www.youtube.com/watch?v=FshhyM06uLE,"Quadrilaterals (Relationships, Properties & Sufficiency Conditions)"
https://www.youtube.com/watch?v=7ynkddMyV94,Triangle Congruence (quick review)
https://www.youtube.com/watch?v=9ofKRuCze_o,Probability Trees (2 of 2: How to read them)
https://www.youtube.com/watch?v=wZh822QhiKk,Probability Trees (1 of 2: How to construct them)
https://www.youtube.com/watch?v=KwdqyIwmyMQ,Number Bases (5 of 5: Conversion to binary & hexadecimal)
https://www.youtube.com/watch?v=6ts6JtSBSu8,Number Bases (4 of 5: Converting between bases)
https://www.youtube.com/watch?v=jxC7_0dqHT4,"Number Bases (3 of 5: What is the ""base"" of a number system?)"
https://www.youtube.com/watch?v=HDbg8td-RKs,Number Bases (2 of 5: Investigating decimal expansions)
https://www.youtube.com/watch?v=ekR-3Wcf4ug,Number Bases (1 of 5: Exploring numbers through a spreadsheet)
https://www.youtube.com/watch?v=q2UcTjIoZZQ,Variation (3 of 3: Inverse example)
https://www.youtube.com/watch?v=g06NUshlOCw,Variation (2 of 3: Direct example)
https://www.youtube.com/watch?v=mzdPISKvJ88,Variation (1 of 3: Introduction)
https://www.youtube.com/watch?v=sgFjNKJFrfU,Quotient Rule (2 of 2: Examples & warnings)
https://www.youtube.com/watch?v=nFMCpxC80LQ,Quotient Rule (1 of 2: Derivation)
https://www.youtube.com/watch?v=on7Hg0QAtuQ,Product Rule (2 of 2: Applying it to example functions)
https://www.youtube.com/watch?v=vnzjMYg2s9Q,Product Rule (1 of 2: Derivation)
https://www.youtube.com/watch?v=r9-gHra5-Es,Review of Differentiation Rules
https://www.youtube.com/watch?v=3RYhQGXqjrE,Chain Rule (3 of 3: Proving a circle property)
https://www.youtube.com/watch?v=z-tEsz0bSrA,Chain Rule (2 of 3: Combining derivatives)
https://www.youtube.com/watch?v=-dVoh5P7raY,Commonwealth Bank Teaching Awards (Eddie Woo)
https://www.youtube.com/watch?v=U0m4MsOgETw,Chain Rule (1 of 3: Introducing a substitution)
https://www.youtube.com/watch?v=fh75jrgcl5A,Logarithm Laws (3 of 3: Powers & coefficients)
https://www.youtube.com/watch?v=7GI8L5Vn-2E,Logarithm Laws (2 of 3: Subtracting logarithms)
https://www.youtube.com/watch?v=2Bu5NG1KIL4,Logarithm Laws (1 of 3: Adding logarithms)
https://www.youtube.com/watch?v=gGkvEld9RLE,Unpacking a multi-part time zone / flight time question
https://www.youtube.com/watch?v=10OI3xm53xg,Daylight Saving Time
https://www.youtube.com/watch?v=eJySEQw0FQw,Antipodal Points
https://www.youtube.com/watch?v=N4blOA66TF8,Equations of Tangents & Normals
https://www.youtube.com/watch?v=MEAwyRUsX2o,Introduction to Logarithms (2 of 2: Numerical examples)
https://www.youtube.com/watch?v=ntBWrcbAhaY,Introduction to Logarithms (1 of 2: Definition)
https://www.youtube.com/watch?v=rLBnc6XM4sk,Inequalities on a Number Line
https://www.youtube.com/watch?v=mgF0uENvwLA,Simultaneous Exponential Equations
https://www.youtube.com/watch?v=zV9zPk6sFfE,Standard Time Zones (3 of 3: Example questions)
https://www.youtube.com/watch?v=xQ2WVfF8Sr0,Standard Time Zones (2 of 3: Important time zones)
https://www.youtube.com/watch?v=MRODR5mhsjQ,Standard Time Zones (1 of 3: Why do they exist?)
https://www.youtube.com/watch?v=C3fyrF0P6WY,"Local Time (2 of 2: International Date Line, example questions)"
https://www.youtube.com/watch?v=stUq7WdtQ8A,Local Time (1 of 2: Understanding the basics)
https://www.youtube.com/watch?v=to9r4iRJx-o,Why is problem solving important in mathematics?
https://www.youtube.com/watch?v=9PpLSTF1PXo,Tricky Log Questions (4 of 4: Graphing by considering transformations)
https://www.youtube.com/watch?v=PX92DiA6LyU,Tricky Log Questions (3 of 4: Combining terms & solving an equation)
https://www.youtube.com/watch?v=kVQpQVfCroc,Tricky Log Questions (2 of 4: Applying the power law)
https://www.youtube.com/watch?v=X9OiM1yQtiA,Tricky Log Questions (1 of 4: Converting logs to exponentials)
https://www.youtube.com/watch?v=ecPl0ZHNW0c,Applications of First Principles (4 of 4: Developing the power rule)
https://www.youtube.com/watch?v=daOrt1Z3pP8,Applications of First Principles (3 of 4: The function √x)
https://www.youtube.com/watch?v=Ar25C2tg_wY,Applications of First Principles (2 of 4: The function 1/x)
https://www.youtube.com/watch?v=-NUWkohcSJI,Applications of First Principles (1 of 4: Refining language and notation)
https://www.youtube.com/watch?v=lBqmqxc7mOc,The Problem of Tangents (4 of 4: Finding a tangent's equation)
https://www.youtube.com/watch?v=2DgOuxvlCL0,teach.NSW Facebook live chat tomorrow!
https://www.youtube.com/watch?v=MXrDdz0b-7o,The Problem of Tangents (3 of 4: Gradient function of x²)
https://www.youtube.com/watch?v=GJ6QrvepvyA,The Problem of Tangents (2 of 4: First Principles)
https://www.youtube.com/watch?v=jzNzVyfd1cU,The Problem of Tangents (1 of 4: Gradient as a function)
https://www.youtube.com/watch?v=2CuqqVRYifo,Graphing Rational Functions (4 of 4: Harder examples)
https://www.youtube.com/watch?v=WFp0bPD3acI,Graphing Rational Functions (3 of 4: Initial examples)
https://www.youtube.com/watch?v=X6QDgb6yMZ4,Graphing Rational Functions (2 of 4: Overall strategy)
https://www.youtube.com/watch?v=erdjGO19OjM,Graphing Rational Functions (1 of 4: Products and their signs)
https://www.youtube.com/watch?v=flsejNQtEXc,Multiple Inequality Regions (2 of 2: Union of regions)
https://www.youtube.com/watch?v=_gmg_uYsoNQ,Multiple Inequality Regions (1 of 2: Intersection of regions)
https://www.youtube.com/watch?v=Ib7fKt1lxyo,Inequality Regions (3 of 3: The sneaky semi-circle)
https://www.youtube.com/watch?v=EZiUt_tGWaY,Inequality Regions (2 of 3: Inequalities with curved boundaries)
https://www.youtube.com/watch?v=A9bZfj8fHz0,Inequality Regions (1 of 3: Comparison to 1-dimensional inequalities)
https://www.youtube.com/watch?v=y94JqGUbGsM,Solving a Logarithmic Equation with Domain Restrictions
https://www.youtube.com/watch?v=Pp0ou1nz18w,Equations & Formulas
https://www.youtube.com/watch?v=M-oW-zekglU,Y10 Review Questions (Solving quadratic equations)
https://www.youtube.com/watch?v=uDWK2O1LhYg,Geometry of the Earth (3 of 3: Measuring latitude & longitude)
https://www.youtube.com/watch?v=0rEU-rGAHoM,Geometry of the Earth (2 of 3: Example conceptual questions)
https://www.youtube.com/watch?v=iOyxMDo2j7U,Geometry of the Earth (1 of 3: Basic shapes & ideas)
https://www.youtube.com/watch?v=F-qSdCByPqM,Australian Story: Channelling Mr. Woo
https://www.youtube.com/watch?v=oCqyK_FpDYc,Continuity: Definitions & basic concept
https://www.youtube.com/watch?v=UhsM_iRMAlQ,Solving Simple Cubic Equations
https://www.youtube.com/watch?v=0uGLDnoXeNs,Evaluating a Series of Related Fractions (2 of 2: Completing the solution)
https://www.youtube.com/watch?v=4yf94JsVLNY,Evaluating a Series of Related Fractions (1 of 2: Exploring the problem)
https://www.youtube.com/watch?v=uGUqXPZ8WxM,Constructing an equation to solve a problem
https://www.youtube.com/watch?v=_B77MwtldpI,Solving Quadratic Equations (2 of 2: Using factorisation)
https://www.youtube.com/watch?v=7IWbzRGpkQg,Solving Quadratic Equations (1 of 2: What does it mean?) + review questions
https://www.youtube.com/watch?v=LEnL6yzVpqk,Using the k-method to find a line equation
https://www.youtube.com/watch?v=4ZLQt3Rxo5s,Simplifying an Expression with Index Laws
https://www.youtube.com/watch?v=OSyxd79tTXk,Equation Reducible to a Quadratic (Trigonometric Substitution)
https://www.youtube.com/watch?v=UpjDFA97AaE,Equations with Algebraic Fractions
https://www.youtube.com/watch?v=RdBrYfe9oZ4,Interpreting Graphs of Credit/Borrowing (2 of 2: Four example questions)
https://www.youtube.com/watch?v=nerzwthcSsA,Interpreting Graphs of Credit/Borrowing (1 of 2: What do the graphs mean?)
https://www.youtube.com/watch?v=3DomUVAqhtU,Why do I teach mathematics? (CESE Interview)
https://www.youtube.com/watch?v=pwRJn2wmUFQ,Limits & Continuity (3 of 3: Applications to graphs)
https://www.youtube.com/watch?v=cm4_V5hopcE,Limits & Continuity (2 of 3: Limits that exists when functions don't)
https://www.youtube.com/watch?v=htTTj-MsECo,Limits & Continuity (1 of 3: Formal intro to limits)
https://www.youtube.com/watch?v=BJ2rf83tOAg,Loan Repayments (1 of 2: Connection to future/present value)
https://www.youtube.com/watch?v=zwGO90FwqVg,Loan Repayments (1 of 2: Calculating the total debt)
https://www.youtube.com/watch?v=u_cU4vE1raQ,Sequences & Series Overview (4 of 4: Geometric progressions)
https://www.youtube.com/watch?v=qLFmrWSFXBM,Sequences & Series Overview (3 of 4: Sum of an AP)
https://www.youtube.com/watch?v=WhIoGlTKwb0,Sequences & Series Overview (2 of 4: Arithmetic progressions)
https://www.youtube.com/watch?v=lTKZqCml_OY,Sequences & Series Overview (1 of 4: Definitions)
https://www.youtube.com/watch?v=RbkqL9zU564,Present Value (2 of 2: Finding it directly with a table)
https://www.youtube.com/watch?v=5LDlBD8sZig,Present Value (1 of 2: Evaluating it via Future Value)
https://www.youtube.com/watch?v=QJLULB5soIA,Line of Best Fit (2 of 2: Finding the equation from 2 points)
https://www.youtube.com/watch?v=jFRpakGjrT0,Line of Best Fit (1 of 2: Overview)
https://www.youtube.com/watch?v=ifFarDaOV9A,"Faith & Formulae: A Chat with Eddie Woo, Maths Teacher & Youtuber"
https://www.youtube.com/watch?v=9uEPkHUyKts,Sign of a Function (3 of 3: Weird rational function)
https://www.youtube.com/watch?v=yXeexHePv_0,Sign of a Function (2 of 3: Investigating inequalities)
https://www.youtube.com/watch?v=wRaTmwlauPw,Sign of a Function (1 of 3: Example graphs)
https://www.youtube.com/watch?v=8W62pHb5SIc,Scatter Plots (2 of 2: Visual introduction)
https://www.youtube.com/watch?v=VdDvFRg6gzA,Scatter Plots (1 of 2: Introduction to Bivariate Data)
https://www.youtube.com/watch?v=dwQxk41TpNI,Graphing Logarithmic Functions (2 of 2: Examples)
https://www.youtube.com/watch?v=rcuqWUCa-FQ,Graphing Logarithmic Functions (1 of 2: Overview)
https://www.youtube.com/watch?v=I2lKkevD6C8,Introduction to Present Value
https://www.youtube.com/watch?v=kD_hJZ0PwWo,Future Value Tables (2 of 2: How are they used?)
https://www.youtube.com/watch?v=jpx1mVyHSLM,Future Value Tables (1 of 2: What do they mean?)
https://www.youtube.com/watch?v=hhuKnQjW2og,Find tan(θ-180°) given 3cosθ+2=0
https://www.youtube.com/watch?v=iBrn4wynyWg,Odd & Even Functions (2 of 2: Formal algebraic definitions)
https://www.youtube.com/watch?v=LDBC3eVnxyI,Odd & Even Functions (1 of 2: Understanding initial examples)
https://www.youtube.com/watch?v=lbbcxG2Pjkc,Annuities (2 of 2: The Bird's Perspective)
https://www.youtube.com/watch?v=3MwTVaTTvKM,Annuities (1 of 2: The Worm's Perspective)
https://www.youtube.com/watch?v=NekSYP14GAQ,Eddie Woo on The AM Show (New Zealand)
https://www.youtube.com/watch?v=w05Ii7z7pIg,Viete's Results (3 of 3: Evaluating α^6 + β^6)
https://www.youtube.com/watch?v=M0H2qpI8hnw,Viete's Results (2 of 3: Sum & product of roots)
https://www.youtube.com/watch?v=Tjw_jMnkHBs,Viete's Results (1 of 3: Considering Parabolas)
https://www.youtube.com/watch?v=ISaC08cOC0o,Identifying Domain & Range for Unusual Graphs
https://www.youtube.com/watch?v=ClGfNDHT4E8,Intro to Real Functions (4 of 4: Testing & restricting functions)
https://www.youtube.com/watch?v=Qa2xbG9WoGE,Intro to Real Functions (3 of 4: Characteristics of a function)
https://www.youtube.com/watch?v=hYjTyDFWvWg,Intro to Real Functions (2 of 4: Domain & range)
https://www.youtube.com/watch?v=mO9Sw49F8Fc,Intro to Real Functions (1 of 4: Relations)
https://www.youtube.com/watch?v=vW2QcgDCg2c,Solving a Quartic Inequality
https://www.youtube.com/watch?v=UKr_UMR-_NM,Coordinate Methods (3 of 3: Structure of a deductive proof)
https://www.youtube.com/watch?v=Zr4kp5iVnJk,Coordinate Methods (2 of 3: Setting up the proof)
https://www.youtube.com/watch?v=pjTwBL7nMnk,Coordinate Methods (1 of 3: Random quadrilaterals & magic parallelograms)
https://www.youtube.com/watch?v=fsYKsEhMUQE,Weekend Sunrise - Interview with Monique Wright & Andrew O'Keefe
https://www.youtube.com/watch?v=q7N4q4Mktfw,"Concurrent Lines (2 of 2: Introducing the ""k-method"")"
